,0,1
1507,245,"Corn hooooole!!!!! Tonight at 6 in room 104 of the FAC everybody! Food, fun, and prizes! It's 8 bucks per team of two (pizza included!) with prize money to the top finishers, and a very special prize for the no. 1 team! Bring your peeps, wear your cotumes, and bring your A-game!!"
1508,245,I am my own copyist.... and I hate my job.
1509,245,I hate Kinkos with a heated passion.
1510,245,off for a run... Finally!
1511,245,I'm sick of being an old man. :(
1512,245,doesn't love packing.
1513,245,hasn't had an alfajor in over three years.... I think it's time.
1514,245,be stressin'.
1515,245,It's a good thing I'm a freakn' genius.
1516,245,kickin' it with my peeps in California. :)
1517,245,Yerba mate out of a pineapple is never a bad idea.
1518,245,I feel like I shouldn't get such a kick out of my vintage game ringtones... But I can't help it.
1519,245,Do you think the Path Finder ever gets jealous of the Trailblazer?
1520,245,Taking a stroll down memory lane. I was a wierdie growing up...!
1521,245,Word of advice to all: cut your toenails. You'll be glad you did.
1522,245,Craving a smoothie... with grapefruit. :)
1523,245,So it turns out airplane runways aren't as smooth as one would think...
1524,246,Walmart! I can't usually find clothes there but just happened to find this to make us all matchy-matchy. :)
1525,246,Thanks! It's at Tonaquint Park in the Nature Center area. Go past the ducks and towards the little seating area/amphitheater thingy. From the seating area theres a path that leads to this bridge. :)
1526,246,We are! Thanks! You'll have to come out with dad soon!
1527,246,"I know, it's crazy how time goes by so fast! Hope you are doing well!"
1528,246,That's great! Working from home is a great thing!
1529,246,"Aww, thanks Marissa! That's nice of you to say. You just made my day!"
1530,248,"Snow twice in one week, in Vegas."
1531,248,I think this is a fair way to settle things.
1532,248,I need recommendations on a civil engineer to subdivide some land here in Las Vegas.
1533,248,These 2 knuckle heads rolled their eyes at the same time when I asked them to take a picture before opening one present last night. Somehow I caught it perfectly and it's the best picture I got all Christmas. Merry Christmas everyone. Hope your kids were easier to deal with than mine.
1534,248,Disneyland and Dinner at Goofy's kitchen was a success for sure.
1535,248,So this happened today. Thankfully all is well just over exertion from weight lifting led to a ruptured internal hemhorrid. Huge shout out to my wife for staying by my side at the ER for 5 hrs and David Reeder for answering all my awkward texts to diagnose the problem. Now I can finally eat!
1536,248,This tough kid had 2 teeth extracted today. This is his first experience with loosing teeth so hopefully it gets easier from here. The first picture is from 3 weeks ago. Then you have right after the extraction and finally the teeth themselves. He is one tough/brave kid.
1537,248,What a perfect day for golf! This was my drive btw.
1538,248,The only time I get crawfish in Las Vegas. I'm in my happy place. LSU Alumni Las Vegas Crawfish Boil!
1539,248,I laughed way too hard at this.
1540,248,A little late but we are wearing our matching Easter outfits. The boys insisted we match everything and since I wore glasses they had to wear glasses.
1541,248,Enjoying our break between conference sessions in Parowan on the four wheelers. This was Brody's first time driving and he's got no fear.
1542,248,I love that this kid chose to golf for spring break. He makes being an active dad easy. I'll even forgive him for choosing not to ride with me.
1543,248,Donuts with Dad at Brody's school.
1544,248,I know this guy from my mission. Please help his young family.
1545,248,I think Karli Johnson is compensating for something with this massive tree.
1546,248,"I don't know what makes me happier, an LSU win or a Bama loss!"
1547,248,This kid was so tired he didn't even make it into his bed before he fell asleep.
1548,248,Check out yet another thing my incredible wife can do.
1549,250,Stitches for the 7th time I my life.
1550,250,Halee caught us taking a nap
1551,250,For all the bama haters saying they shouldn't be in the national title game... Is there in question who is the best team in the nation. They out played LSU both times! ROLL TIDE!!!
1552,250,Cruising to the geezy!
1553,250,"Thanks for all the birthday wishes.....it was a good one, I got to watch some great football, relax and chill with the homies."
1554,250,A few more finals then i'm done!!!! Ready for a good Christmas break!
1555,250,SCHOOLS OUT!!!!!
1556,250,You know when your face starts to hurt from just walking inside school from your car its tooooo cold!
1557,250,Nothing like a good workout to get rid of all those thanksgiving calories!
1558,250,8-1 49ers are killing it!
1559,250,Love relaxing and watching football on the weekends!
1560,250,Wish uvu had cafe rio and not costa vida. Not nearly as good!
1561,250,Lets go bama!! Roll tide!
1562,250,STG this weekend? I think so! Whos down for a fun weekend?!
1563,250,Ready to roll to the gym!
1564,250,So sick of work! Ready for a new job!
1565,250,"College football, bbq, then a little party at the casa...what a great saturday!"
1566,250,Anderson Silva is so sick!
1567,250,Great day at the Deer Creek but now i'm Exhausted!
1568,250,i'm so Horny....any takers?
1569,250,Not feeling good! Its going to be a long night.
